hop,source,target,raw_edge_effect,transmission_effect,incoming_shock,propagated_shock
3,^NSEI,HDFCBANK.NS,0.7102698125738366,0.06442200660501535,-0.0296444636965612,-0.0010503657098341018
3,^NSEI,ICICIBANK.NS,0.6853422189371944,0.062161055099716846,-0.0296444636965612,-0.0010135021276839232
3,^NSEI,RELIANCE.NS,0.6757367216336178,0.06128982926443451,-0.0296444636965612,-0.0009992972652288798
3,^NSEI,DLF.NS,0.6646746683758347,0.060286492707787805,-0.0296444636965612,-0.0009829384094579595
3,^NSEI,SBIN.NS,0.6511635479532141,0.059061023915930995,-0.0296444636965612,-0.0009629578086466521
3,^NSEI,BAJAJFINSV.NS,0.6364417700966231,0.05772574758357767,-0.0296444636965612,-0.0009411868557290231
3,^NSEI,BAJFINANCE.NS,0.6273961007555183,0.05690529856586181,-0.0296444636965612,-0.0009278098816127167
3,^NSEI,AXISBANK.NS,0.6234557890912761,0.05654790933212855,-0.0296444636965612,-0.0009219828449219956
3,^NSEI,M&M.NS,0.5875194839192771,0.05328845940455655,-0.0296444636965612,-0.0008688392901452286
3,^NSEI,GODREJPROP.NS,0.5790139165822273,0.05251699804513145,-0.0296444636965612,-0.0008562610331007012
3,^NSEI,TMPV.NS,0.572079068750883,0.05188800212712009,-0.0296444636965612,-0.0008460055974394761
