source,target,ml_importance,source_name,target_name
CL=F,ONGC.NS,0.24526478327292303,Crude Oil,ONGC
CL=F,HINDUNILVR.NS,0.2268809330191468,Crude Oil,Hindustan Unilever
GC=F,INR=X,0.17517836950868695,Gold,USD/INR
ITC.NS,ICICIBANK.NS,0.13124255568225235,ITC,ICICI Bank
SUNPHARMA.NS,HCLTECH.NS,0.12768657110651319,Sun Pharma,HCL Tech
ITC.NS,SBIN.NS,0.12438230639260521,ITC,SBI
HCLTECH.NS,TMPV.NS,0.11783352560496912,HCL Tech,Tata Motors Passenger Vehicles
ICICIBANK.NS,^NSEI,0.10455197792462816,ICICI Bank,NIFTY 50
BAJFINANCE.NS,TCS.NS,0.09970406344226063,Bajaj Finance,TCS
SBIN.NS,ITC.NS,0.09680623132905578,SBI,ITC
GC=F,DRREDDY.NS,0.09503661731796273,Gold,Dr Reddy's
RELIANCE.NS,ITC.NS,0.09370375772184994,Reliance,ITC
SUNPHARMA.NS,MARUTI.NS,0.09296162361038544,Sun Pharma,Maruti Suzuki
AXISBANK.NS,GC=F,0.09292567855440258,Axis Bank,Gold
SUNPHARMA.NS,M&M.NS,0.09261237598956434,Sun Pharma,Mahindra & Mahindra
SUNPHARMA.NS,BAJFINANCE.NS,0.08742015282824216,Sun Pharma,Bajaj Finance
INR=X,CL=F,0.08719864270706613,USD/INR,Crude Oil
RELIANCE.NS,CL=F,0.08710547766408988,Reliance,Crude Oil
ICICIBANK.NS,BAJAJFINSV.NS,0.08626100247735123,ICICI Bank,Bajaj Finserv
^NSEI,MARUTI.NS,0.08537482413785788,NIFTY 50,Maruti Suzuki
ONGC.NS,HINDUNILVR.NS,0.08274141281362127,ONGC,Hindustan Unilever
GC=F,TCS.NS,0.08175939216144475,Gold,TCS
GC=F,WIPRO.NS,0.08173352616877733,Gold,Wipro
SUNPHARMA.NS,BAJAJFINSV.NS,0.08170609264169766,Sun Pharma,Bajaj Finserv
GODREJPROP.NS,GC=F,0.08148175806177864,Godrej Properties,Gold
^NSEI,^NSEBANK,0.08119083906326029,NIFTY 50,Bank Nifty
DLF.NS,SBIN.NS,0.08117919930485046,DLF,SBI
SUNPHARMA.NS,INFY.NS,0.08031194073368071,Sun Pharma,Infosys
RELIANCE.NS,ONGC.NS,0.08018579755951048,Reliance,ONGC
HCLTECH.NS,DLF.NS,0.0798745692425469,HCL Tech,DLF
ICICIBANK.NS,TMPV.NS,0.07886825439577384,ICICI Bank,Tata Motors Passenger Vehicles
RELIANCE.NS,HINDUNILVR.NS,0.07873824204492572,Reliance,Hindustan Unilever
RELIANCE.NS,BAJFINANCE.NS,0.07818440090564166,Reliance,Bajaj Finance
DLF.NS,GODREJPROP.NS,0.07759974881687522,DLF,Godrej Properties
ICICIBANK.NS,M&M.NS,0.07715837383177648,ICICI Bank,Mahindra & Mahindra
^NSEBANK,SUNPHARMA.NS,0.07649361619938816,Bank Nifty,Sun Pharma
^NSEBANK,CL=F,0.07538551404876663,Bank Nifty,Crude Oil
SUNPHARMA.NS,^NSEBANK,0.07456938142828025,Sun Pharma,Bank Nifty
CL=F,MARUTI.NS,0.07345209350962917,Crude Oil,Maruti Suzuki
MARUTI.NS,GODREJPROP.NS,0.07327057351467194,Maruti Suzuki,Godrej Properties
DLF.NS,SUNPHARMA.NS,0.07255071807719425,DLF,Sun Pharma
^NSEI,HDFCBANK.NS,0.07193726614115761,NIFTY 50,HDFC Bank
ONGC.NS,SBIN.NS,0.07157506313172018,ONGC,SBI
BAJFINANCE.NS,GODREJPROP.NS,0.07111762887733436,Bajaj Finance,Godrej Properties
DLF.NS,RELIANCE.NS,0.0710372548762067,DLF,Reliance
TMPV.NS,BAJAJFINSV.NS,0.07100599878997775,Tata Motors Passenger Vehicles,Bajaj Finserv
ONGC.NS,AXISBANK.NS,0.07086062781367589,ONGC,Axis Bank
ICICIBANK.NS,BAJFINANCE.NS,0.07045719642440504,ICICI Bank,Bajaj Finance
^NSEI,INR=X,0.0700536035208734,NIFTY 50,USD/INR
CL=F,HCLTECH.NS,0.07000417558568925,Crude Oil,HCL Tech
^NSEI,TMPV.NS,0.06998373254343156,NIFTY 50,Tata Motors Passenger Vehicles
GODREJPROP.NS,TCS.NS,0.06959395482519612,Godrej Properties,TCS
DRREDDY.NS,HCLTECH.NS,0.06949654733546806,Dr Reddy's,HCL Tech
DLF.NS,^NSEBANK,0.06913685744694731,DLF,Bank Nifty
ICICIBANK.NS,^NSEBANK,0.06872874443564295,ICICI Bank,Bank Nifty
DLF.NS,MARUTI.NS,0.06846063447926448,DLF,Maruti Suzuki
GC=F,INFY.NS,0.06826564253166495,Gold,Infosys
CL=F,INFY.NS,0.06817796721531609,Crude Oil,Infosys
BAJAJFINSV.NS,SUNPHARMA.NS,0.06813474514509563,Bajaj Finserv,Sun Pharma
MARUTI.NS,DRREDDY.NS,0.06799802319629998,Maruti Suzuki,Dr Reddy's
RELIANCE.NS,^NSEBANK,0.067103704575419,Reliance,Bank Nifty
BAJFINANCE.NS,SUNPHARMA.NS,0.06618764322804839,Bajaj Finance,Sun Pharma
HDFCBANK.NS,TMPV.NS,0.06601398258695418,HDFC Bank,Tata Motors Passenger Vehicles
GODREJPROP.NS,^NSEI,0.06600404681446013,Godrej Properties,NIFTY 50
SUNPHARMA.NS,SBIN.NS,0.06559634358402062,Sun Pharma,SBI
MARUTI.NS,ICICIBANK.NS,0.06545335965233735,Maruti Suzuki,ICICI Bank
^NSEI,RELIANCE.NS,0.06501310873214819,NIFTY 50,Reliance
DRREDDY.NS,ICICIBANK.NS,0.06481487696091671,Dr Reddy's,ICICI Bank
SBIN.NS,BAJFINANCE.NS,0.06477518956710254,SBI,Bajaj Finance
SUNPHARMA.NS,HDFCBANK.NS,0.06396931396630262,Sun Pharma,HDFC Bank
SUNPHARMA.NS,ITC.NS,0.06369440364669346,Sun Pharma,ITC
ONGC.NS,^NSEI,0.06345263551149342,ONGC,NIFTY 50
GODREJPROP.NS,AXISBANK.NS,0.06327010847521193,Godrej Properties,Axis Bank
ITC.NS,DRREDDY.NS,0.06316168321067027,ITC,Dr Reddy's
ITC.NS,HDFCBANK.NS,0.06287519605096406,ITC,HDFC Bank
ICICIBANK.NS,DLF.NS,0.06192920378029672,ICICI Bank,DLF
HINDUNILVR.NS,DLF.NS,0.06189776491710387,Hindustan Unilever,DLF
RELIANCE.NS,^NSEI,0.061682852311298164,Reliance,NIFTY 50
INR=X,AXISBANK.NS,0.06166629499951982,USD/INR,Axis Bank
GC=F,SUNPHARMA.NS,0.06155477309080655,Gold,Sun Pharma
ITC.NS,^NSEBANK,0.061356085800472346,ITC,Bank Nifty
BAJFINANCE.NS,AXISBANK.NS,0.06125803642305067,Bajaj Finance,Axis Bank
GODREJPROP.NS,RELIANCE.NS,0.060960544142424654,Godrej Properties,Reliance
MARUTI.NS,INR=X,0.06034076088148674,Maruti Suzuki,USD/INR
ITC.NS,MARUTI.NS,0.05995515543965706,ITC,Maruti Suzuki
MARUTI.NS,BAJFINANCE.NS,0.05988802201043557,Maruti Suzuki,Bajaj Finance
ONGC.NS,RELIANCE.NS,0.05904274628287673,ONGC,Reliance
DLF.NS,BAJFINANCE.NS,0.05902366488142444,DLF,Bajaj Finance
HINDUNILVR.NS,GC=F,0.058540070622381445,Hindustan Unilever,Gold
SUNPHARMA.NS,^NSEI,0.0584992437737598,Sun Pharma,NIFTY 50
SUNPHARMA.NS,AXISBANK.NS,0.058486469342863605,Sun Pharma,Axis Bank
GODREJPROP.NS,HDFCBANK.NS,0.05816860932751142,Godrej Properties,HDFC Bank
^NSEI,DLF.NS,0.057962349329292555,NIFTY 50,DLF
MARUTI.NS,BAJAJFINSV.NS,0.05791454806395067,Maruti Suzuki,Bajaj Finserv
ONGC.NS,INFY.NS,0.05748495881077815,ONGC,Infosys
DLF.NS,^NSEI,0.05726160623396396,DLF,NIFTY 50
^NSEI,AXISBANK.NS,0.056828784774766286,NIFTY 50,Axis Bank
MARUTI.NS,^NSEBANK,0.056149872031600774,Maruti Suzuki,Bank Nifty
MARUTI.NS,WIPRO.NS,0.056116890303830304,Maruti Suzuki,Wipro
SBIN.NS,M&M.NS,0.05591200156553066,SBI,Mahindra & Mahindra
M&M.NS,GC=F,0.0558841504641576,Mahindra & Mahindra,Gold
TCS.NS,CL=F,0.05570004955927788,TCS,Crude Oil
RELIANCE.NS,GODREJPROP.NS,0.05566559993211162,Reliance,Godrej Properties
GODREJPROP.NS,M&M.NS,0.05516121112167451,Godrej Properties,Mahindra & Mahindra
MARUTI.NS,ONGC.NS,0.05503716883955371,Maruti Suzuki,ONGC
AXISBANK.NS,BAJFINANCE.NS,0.055017540462169334,Axis Bank,Bajaj Finance
BAJFINANCE.NS,DRREDDY.NS,0.05491678748855177,Bajaj Finance,Dr Reddy's
ONGC.NS,GODREJPROP.NS,0.054915446863029446,ONGC,Godrej Properties
BAJFINANCE.NS,DLF.NS,0.05486400729377983,Bajaj Finance,DLF
TCS.NS,WIPRO.NS,0.054799315821004224,TCS,Wipro
SUNPHARMA.NS,TCS.NS,0.054759320359782995,Sun Pharma,TCS
BAJFINANCE.NS,SBIN.NS,0.05462331828612867,Bajaj Finance,SBI
MARUTI.NS,SBIN.NS,0.054192020303934205,Maruti Suzuki,SBI
ICICIBANK.NS,AXISBANK.NS,0.05379600530219956,ICICI Bank,Axis Bank
M&M.NS,HDFCBANK.NS,0.0536421803840007,Mahindra & Mahindra,HDFC Bank
CL=F,RELIANCE.NS,0.053577588674242206,Crude Oil,Reliance
ONGC.NS,ITC.NS,0.05335468610314316,ONGC,ITC
AXISBANK.NS,SUNPHARMA.NS,0.053182497534444935,Axis Bank,Sun Pharma
HINDUNILVR.NS,DRREDDY.NS,0.05291732711208844,Hindustan Unilever,Dr Reddy's
RELIANCE.NS,DRREDDY.NS,0.05288767484585051,Reliance,Dr Reddy's
HDFCBANK.NS,GC=F,0.05287096780230984,HDFC Bank,Gold
INFY.NS,WIPRO.NS,0.052639251436518666,Infosys,Wipro
AXISBANK.NS,HCLTECH.NS,0.05249169090552979,Axis Bank,HCL Tech
ONGC.NS,DLF.NS,0.052462315414310054,ONGC,DLF
SUNPHARMA.NS,WIPRO.NS,0.05236288285059883,Sun Pharma,Wipro
DRREDDY.NS,INFY.NS,0.052160572948560455,Dr Reddy's,Infosys
RELIANCE.NS,SBIN.NS,0.05190606022134911,Reliance,SBI
AXISBANK.NS,RELIANCE.NS,0.05168159762363704,Axis Bank,Reliance
WIPRO.NS,DRREDDY.NS,0.05165833454446787,Wipro,Dr Reddy's
AXISBANK.NS,ONGC.NS,0.0514716175094237,Axis Bank,ONGC
HCLTECH.NS,RELIANCE.NS,0.05119482029637563,HCL Tech,Reliance
M&M.NS,ITC.NS,0.051067607448454774,Mahindra & Mahindra,ITC
RELIANCE.NS,ICICIBANK.NS,0.050888154124427605,Reliance,ICICI Bank
ONGC.NS,ICICIBANK.NS,0.05087982184934589,ONGC,ICICI Bank
WIPRO.NS,HDFCBANK.NS,0.05066377632058352,Wipro,HDFC Bank
HINDUNILVR.NS,HDFCBANK.NS,0.050661443780804706,Hindustan Unilever,HDFC Bank
SUNPHARMA.NS,ICICIBANK.NS,0.05046928235082571,Sun Pharma,ICICI Bank
SUNPHARMA.NS,DRREDDY.NS,0.05026705978464866,Sun Pharma,Dr Reddy's
HCLTECH.NS,MARUTI.NS,0.05016986678425224,HCL Tech,Maruti Suzuki
BAJFINANCE.NS,ICICIBANK.NS,0.05015932781005059,Bajaj Finance,ICICI Bank
MARUTI.NS,DLF.NS,0.04998330250465834,Maruti Suzuki,DLF
ITC.NS,^NSEI,0.049886167949605945,ITC,NIFTY 50
SUNPHARMA.NS,GODREJPROP.NS,0.04976850335330821,Sun Pharma,Godrej Properties
CL=F,TMPV.NS,0.049427631546041205,Crude Oil,Tata Motors Passenger Vehicles
ONGC.NS,DRREDDY.NS,0.04925743032139745,ONGC,Dr Reddy's
^NSEI,WIPRO.NS,0.04916819967627825,NIFTY 50,Wipro
AXISBANK.NS,ITC.NS,0.04916142571678208,Axis Bank,ITC
INFY.NS,GC=F,0.049158630912234866,Infosys,Gold
TMPV.NS,INR=X,0.04912263035873034,Tata Motors Passenger Vehicles,USD/INR
CL=F,INR=X,0.04902879805910588,Crude Oil,USD/INR
HINDUNILVR.NS,AXISBANK.NS,0.048602709304739776,Hindustan Unilever,Axis Bank
TMPV.NS,RELIANCE.NS,0.048425577318433485,Tata Motors Passenger Vehicles,Reliance
MARUTI.NS,TCS.NS,0.04841610808875808,Maruti Suzuki,TCS
RELIANCE.NS,AXISBANK.NS,0.04838577618413586,Reliance,Axis Bank
RELIANCE.NS,DLF.NS,0.0483162605883286,Reliance,DLF
ONGC.NS,BAJAJFINSV.NS,0.048232068688625715,ONGC,Bajaj Finserv
M&M.NS,MARUTI.NS,0.04800128127802991,Mahindra & Mahindra,Maruti Suzuki
BAJAJFINSV.NS,CL=F,0.047647855272070695,Bajaj Finserv,Crude Oil
INFY.NS,ITC.NS,0.0474917608141884,Infosys,ITC
DLF.NS,BAJAJFINSV.NS,0.04734366313489169,DLF,Bajaj Finserv
ITC.NS,DLF.NS,0.04733901123174458,ITC,DLF
GODREJPROP.NS,DLF.NS,0.04728870334235748,Godrej Properties,DLF
ONGC.NS,HCLTECH.NS,0.04727295291563998,ONGC,HCL Tech
GC=F,M&M.NS,0.0472489874535047,Gold,Mahindra & Mahindra
WIPRO.NS,INFY.NS,0.04710892681574612,Wipro,Infosys
HCLTECH.NS,INFY.NS,0.04702143678222124,HCL Tech,Infosys
DLF.NS,HDFCBANK.NS,0.046994606910549235,DLF,HDFC Bank
ICICIBANK.NS,ONGC.NS,0.04692515142137113,ICICI Bank,ONGC
ICICIBANK.NS,RELIANCE.NS,0.04687581977525461,ICICI Bank,Reliance
BAJAJFINSV.NS,TCS.NS,0.04677824165771326,Bajaj Finserv,TCS
ONGC.NS,M&M.NS,0.046747460083460306,ONGC,Mahindra & Mahindra
BAJFINANCE.NS,WIPRO.NS,0.04671476317917164,Bajaj Finance,Wipro
HINDUNILVR.NS,ONGC.NS,0.04655935001676331,Hindustan Unilever,ONGC
^NSEBANK,INR=X,0.04655913891910837,Bank Nifty,USD/INR
SBIN.NS,SUNPHARMA.NS,0.04652918538775989,SBI,Sun Pharma
SUNPHARMA.NS,CL=F,0.04643712516305647,Sun Pharma,Crude Oil
MARUTI.NS,M&M.NS,0.046289477855056375,Maruti Suzuki,Mahindra & Mahindra
ICICIBANK.NS,HDFCBANK.NS,0.0461873013669087,ICICI Bank,HDFC Bank
GODREJPROP.NS,INFY.NS,0.046167172130755746,Godrej Properties,Infosys
AXISBANK.NS,INR=X,0.04614427583068417,Axis Bank,USD/INR
ICICIBANK.NS,SBIN.NS,0.045872195413618956,ICICI Bank,SBI
HINDUNILVR.NS,GODREJPROP.NS,0.045742196204235024,Hindustan Unilever,Godrej Properties
GODREJPROP.NS,TMPV.NS,0.045719991510852064,Godrej Properties,Tata Motors Passenger Vehicles
HINDUNILVR.NS,TCS.NS,0.04564770477394646,Hindustan Unilever,TCS
INR=X,M&M.NS,0.04546159626662946,USD/INR,Mahindra & Mahindra
ITC.NS,GC=F,0.04541262504595934,ITC,Gold
TMPV.NS,SUNPHARMA.NS,0.04526344201669356,Tata Motors Passenger Vehicles,Sun Pharma
TCS.NS,GODREJPROP.NS,0.04523792328758109,TCS,Godrej Properties
ITC.NS,RELIANCE.NS,0.04510116496348125,ITC,Reliance
HCLTECH.NS,GC=F,0.04509010331393914,HCL Tech,Gold
GODREJPROP.NS,BAJFINANCE.NS,0.04500424743986908,Godrej Properties,Bajaj Finance
HINDUNILVR.NS,CL=F,0.04494164305674928,Hindustan Unilever,Crude Oil
TMPV.NS,SBIN.NS,0.044900934630776025,Tata Motors Passenger Vehicles,SBI
ITC.NS,CL=F,0.04485825770311614,ITC,Crude Oil
DLF.NS,TMPV.NS,0.044777395572250925,DLF,Tata Motors Passenger Vehicles
ONGC.NS,CL=F,0.04468474100257157,ONGC,Crude Oil
RELIANCE.NS,BAJAJFINSV.NS,0.044617663408931425,Reliance,Bajaj Finserv
CL=F,AXISBANK.NS,0.0446139859494728,Crude Oil,Axis Bank
BAJFINANCE.NS,HCLTECH.NS,0.04458745162921036,Bajaj Finance,HCL Tech
DRREDDY.NS,TMPV.NS,0.044443215632437076,Dr Reddy's,Tata Motors Passenger Vehicles
DRREDDY.NS,CL=F,0.04442500824012855,Dr Reddy's,Crude Oil
TMPV.NS,HDFCBANK.NS,0.044417295197974466,Tata Motors Passenger Vehicles,HDFC Bank
ONGC.NS,WIPRO.NS,0.044399446310430093,ONGC,Wipro
^NSEBANK,^NSEI,0.044222465366512545,Bank Nifty,NIFTY 50
M&M.NS,BAJAJFINSV.NS,0.04377285132511212,Mahindra & Mahindra,Bajaj Finserv
MARUTI.NS,ITC.NS,0.0437173195706448,Maruti Suzuki,ITC
GODREJPROP.NS,WIPRO.NS,0.04351934787655961,Godrej Properties,Wipro
TMPV.NS,^NSEI,0.04346017276652488,Tata Motors Passenger Vehicles,NIFTY 50
CL=F,WIPRO.NS,0.0434442238298992,Crude Oil,Wipro
CL=F,ICICIBANK.NS,0.04335739964020587,Crude Oil,ICICI Bank
BAJAJFINSV.NS,ICICIBANK.NS,0.04334055524973702,Bajaj Finserv,ICICI Bank
DRREDDY.NS,^NSEI,0.04327289232161486,Dr Reddy's,NIFTY 50
ITC.NS,TMPV.NS,0.04324457334128771,ITC,Tata Motors Passenger Vehicles
^NSEBANK,TMPV.NS,0.04312472473855696,Bank Nifty,Tata Motors Passenger Vehicles
ONGC.NS,^NSEBANK,0.04290670465117673,ONGC,Bank Nifty
TMPV.NS,GODREJPROP.NS,0.04253549224544171,Tata Motors Passenger Vehicles,Godrej Properties
HDFCBANK.NS,ITC.NS,0.04239639898058902,HDFC Bank,ITC
DRREDDY.NS,MARUTI.NS,0.04238330981800638,Dr Reddy's,Maruti Suzuki
DLF.NS,AXISBANK.NS,0.042316183565530956,DLF,Axis Bank
ICICIBANK.NS,WIPRO.NS,0.042170856945384284,ICICI Bank,Wipro
^NSEI,HCLTECH.NS,0.04214789879450236,NIFTY 50,HCL Tech
AXISBANK.NS,HDFCBANK.NS,0.042113566478351634,Axis Bank,HDFC Bank
MARUTI.NS,^NSEI,0.041907820399966135,Maruti Suzuki,NIFTY 50
TCS.NS,DLF.NS,0.04181296974478901,TCS,DLF
GODREJPROP.NS,INR=X,0.041805110093953886,Godrej Properties,USD/INR
BAJFINANCE.NS,HINDUNILVR.NS,0.041722202162031354,Bajaj Finance,Hindustan Unilever
DLF.NS,HCLTECH.NS,0.04128603905377732,DLF,HCL Tech
INR=X,DRREDDY.NS,0.04116545358830482,USD/INR,Dr Reddy's
CL=F,^NSEBANK,0.041157293870288846,Crude Oil,Bank Nifty
MARUTI.NS,HDFCBANK.NS,0.04113557869116489,Maruti Suzuki,HDFC Bank
GODREJPROP.NS,ONGC.NS,0.041127716217468,Godrej Properties,ONGC
INR=X,MARUTI.NS,0.04101906722669242,USD/INR,Maruti Suzuki
INR=X,SUNPHARMA.NS,0.040888114036672224,USD/INR,Sun Pharma
AXISBANK.NS,TCS.NS,0.04087303865540707,Axis Bank,TCS
SUNPHARMA.NS,DLF.NS,0.04075033693205438,Sun Pharma,DLF
INR=X,ICICIBANK.NS,0.04073901279715936,USD/INR,ICICI Bank
AXISBANK.NS,BAJAJFINSV.NS,0.040717927408375106,Axis Bank,Bajaj Finserv
RELIANCE.NS,M&M.NS,0.04067624984056978,Reliance,Mahindra & Mahindra
ICICIBANK.NS,MARUTI.NS,0.04061086583030102,ICICI Bank,Maruti Suzuki
GODREJPROP.NS,SBIN.NS,0.040582492794247,Godrej Properties,SBI
TMPV.NS,WIPRO.NS,0.040556754636573454,Tata Motors Passenger Vehicles,Wipro
HINDUNILVR.NS,M&M.NS,0.04051077670178753,Hindustan Unilever,Mahindra & Mahindra
HINDUNILVR.NS,BAJAJFINSV.NS,0.04039328763407346,Hindustan Unilever,Bajaj Finserv
DLF.NS,M&M.NS,0.04038762854541966,DLF,Mahindra & Mahindra
INFY.NS,HCLTECH.NS,0.04037477670067213,Infosys,HCL Tech
^NSEI,M&M.NS,0.04023798317471695,NIFTY 50,Mahindra & Mahindra
DRREDDY.NS,AXISBANK.NS,0.0401818991349818,Dr Reddy's,Axis Bank
ICICIBANK.NS,SUNPHARMA.NS,0.04010963183136393,ICICI Bank,Sun Pharma
^NSEBANK,DRREDDY.NS,0.04009785610801593,Bank Nifty,Dr Reddy's
ITC.NS,SUNPHARMA.NS,0.04009662867028386,ITC,Sun Pharma
^NSEBANK,M&M.NS,0.0400217571001846,Bank Nifty,Mahindra & Mahindra
SBIN.NS,HINDUNILVR.NS,0.03990344591172822,SBI,Hindustan Unilever
HINDUNILVR.NS,^NSEBANK,0.03988667348626363,Hindustan Unilever,Bank Nifty
GC=F,HDFCBANK.NS,0.039832651741817326,Gold,HDFC Bank
AXISBANK.NS,^NSEI,0.039585354249353305,Axis Bank,NIFTY 50
BAJFINANCE.NS,^NSEI,0.03931803926742682,Bajaj Finance,NIFTY 50
MARUTI.NS,HCLTECH.NS,0.03902141639089797,Maruti Suzuki,HCL Tech
MARUTI.NS,INFY.NS,0.03895701883564214,Maruti Suzuki,Infosys
ICICIBANK.NS,GC=F,0.03884901913350408,ICICI Bank,Gold
ITC.NS,GODREJPROP.NS,0.03876430675368293,ITC,Godrej Properties
TCS.NS,INFY.NS,0.03869208129346477,TCS,Infosys
TMPV.NS,GC=F,0.038688104834938605,Tata Motors Passenger Vehicles,Gold
SBIN.NS,GC=F,0.03856072676481695,SBI,Gold
TMPV.NS,CL=F,0.03837269336763447,Tata Motors Passenger Vehicles,Crude Oil
M&M.NS,WIPRO.NS,0.03828892666030778,Mahindra & Mahindra,Wipro
BAJFINANCE.NS,^NSEBANK,0.03824932602007259,Bajaj Finance,Bank Nifty
SUNPHARMA.NS,TMPV.NS,0.03818241635910423,Sun Pharma,Tata Motors Passenger Vehicles
ONGC.NS,TCS.NS,0.03814485538024953,ONGC,TCS
HINDUNILVR.NS,HCLTECH.NS,0.038036037165935385,Hindustan Unilever,HCL Tech
SBIN.NS,BAJAJFINSV.NS,0.0380290288036965,SBI,Bajaj Finserv
INR=X,DLF.NS,0.03798320371657316,USD/INR,DLF
HINDUNILVR.NS,SUNPHARMA.NS,0.03787286965795461,Hindustan Unilever,Sun Pharma
HINDUNILVR.NS,WIPRO.NS,0.03769395066966535,Hindustan Unilever,Wipro
SBIN.NS,TMPV.NS,0.03767842661256256,SBI,Tata Motors Passenger Vehicles
RELIANCE.NS,HDFCBANK.NS,0.03766940799602951,Reliance,HDFC Bank
INFY.NS,TCS.NS,0.03752334973034348,Infosys,TCS
GC=F,GODREJPROP.NS,0.0375196181294418,Gold,Godrej Properties
HDFCBANK.NS,ONGC.NS,0.037471305577735044,HDFC Bank,ONGC
GODREJPROP.NS,MARUTI.NS,0.037320107601941196,Godrej Properties,Maruti Suzuki
RELIANCE.NS,TCS.NS,0.037259711745154536,Reliance,TCS
TMPV.NS,INFY.NS,0.03693531589129606,Tata Motors Passenger Vehicles,Infosys
ONGC.NS,SUNPHARMA.NS,0.036858268499731006,ONGC,Sun Pharma
SUNPHARMA.NS,INR=X,0.03681952730118536,Sun Pharma,USD/INR
CL=F,BAJAJFINSV.NS,0.036701012578747604,Crude Oil,Bajaj Finserv
ITC.NS,AXISBANK.NS,0.03665342526777746,ITC,Axis Bank
BAJAJFINSV.NS,RELIANCE.NS,0.0366434701165919,Bajaj Finserv,Reliance
DRREDDY.NS,WIPRO.NS,0.03662889771905572,Dr Reddy's,Wipro
INFY.NS,CL=F,0.03658296474373275,Infosys,Crude Oil
BAJFINANCE.NS,RELIANCE.NS,0.03645019939590932,Bajaj Finance,Reliance
HCLTECH.NS,DRREDDY.NS,0.036437516900042495,HCL Tech,Dr Reddy's
AXISBANK.NS,M&M.NS,0.03639107371043126,Axis Bank,Mahindra & Mahindra
^NSEI,DRREDDY.NS,0.036383580444365356,NIFTY 50,Dr Reddy's
ICICIBANK.NS,GODREJPROP.NS,0.03630663088194395,ICICI Bank,Godrej Properties
GODREJPROP.NS,^NSEBANK,0.03628897194620191,Godrej Properties,Bank Nifty
WIPRO.NS,CL=F,0.03621996533929356,Wipro,Crude Oil
INR=X,ITC.NS,0.03619810777257432,USD/INR,ITC
SUNPHARMA.NS,GC=F,0.03596093039408274,Sun Pharma,Gold
WIPRO.NS,HCLTECH.NS,0.03591461970033361,Wipro,HCL Tech
BAJFINANCE.NS,HDFCBANK.NS,0.0359135549400771,Bajaj Finance,HDFC Bank
ONGC.NS,BAJFINANCE.NS,0.035892148363169694,ONGC,Bajaj Finance
INFY.NS,RELIANCE.NS,0.03588337176226494,Infosys,Reliance
TCS.NS,BAJFINANCE.NS,0.03584632113111306,TCS,Bajaj Finance
HINDUNILVR.NS,ITC.NS,0.03577172555470932,Hindustan Unilever,ITC
SUNPHARMA.NS,HINDUNILVR.NS,0.03576397315385863,Sun Pharma,Hindustan Unilever
DLF.NS,INR=X,0.035745016625301065,DLF,USD/INR
^NSEBANK,GODREJPROP.NS,0.035723968072030904,Bank Nifty,Godrej Properties
